team,team_efficiency,rest_days,betting_volume,win,game_date,score,season
Nets,0.8252639196197229,5,6429,0,2025-01-08 00:00:00,96,2024-2025
Warriors,1.1011335422400763,4,2989,0,2025-01-07 00:00:00,116,2024-2025
Heat,1.195855468481799,2,1673,0,2025-01-07 00:00:00,99,2024-2025
Lakers,1.1448429318147118,2,5774,1,2025-01-07 00:00:00,129,2024-2025
Bucks,1.133058629537587,2,7300,0,2025-01-07 00:00:00,125,2024-2025
Nuggets,1.0225432794356497,2,1113,0,2025-01-07 00:00:00,125,2024-2025
76ers,1.1792297501409308,4,3699,1,2025-01-07 00:00:00,126,2024-2025
Nets,0.9052234480541984,4,6654,0,2025-01-07 00:00:00,90,2024-2025
Suns,1.158010399048708,1,2590,1,2025-01-07 00:00:00,91,2024-2025
Celtics,0.9472205503820744,3,9850,1,2025-01-06 00:00:00,122,2024-2025
76ers,0.9194876945493692,4,1292,1,2025-01-06 00:00:00,117,2024-2025
Heat,1.1235615461956263,3,5950,0,2025-01-06 00:00:00,115,2024-2025
Lakers,0.9999888240898482,2,4694,0,2025-01-06 00:00:00,112,2024-2025
Suns,1.1020198439016808,3,8851,1,2025-01-06 00:00:00,113,2024-2025
Nuggets,1.1274837905904365,4,6449,0,2025-01-06 00:00:00,108,2024-2025
Warriors,1.114076116145338,2,4519,0,2025-01-06 00:00:00,116,2024-2025
Bucks,0.8554751818450155,1,8550,1,2025-01-06 00:00:00,121,2024-2025
Nets,0.912513505130944,5,8144,1,2025-01-06 00:00:00,121,2024-2025
Mavericks,1.1085795394470803,1,3663,0,2025-01-06 00:00:00,86,2024-2025
Warriors,0.8487748414510747,1,2948,1,2025-01-05 00:00:00,122,2024-2025
Bucks,0.8604801693091011,3,5977,0,2025-01-05 00:00:00,100,2024-2025
Nets,1.1353336238687106,3,5095,1,2025-01-05 00:00:00,121,2024-2025
Nuggets,1.1344884070458232,5,6237,0,2025-01-05 00:00:00,103,2024-2025
76ers,0.9519031457742528,4,5526,1,2025-01-05 00:00:00,123,2024-2025
Suns,0.8091157356538083,4,1731,0,2025-01-05 00:00:00,113,2024-2025
Lakers,0.9340652372543992,2,7925,0,2025-01-05 00:00:00,92,2024-2025
Heat,0.8924950433432531,1,3178,0,2025-01-05 00:00:00,96,2024-2025
Celtics,0.86477820440955,4,4425,1,2025-01-05 00:00:00,120,2024-2025
Mavericks,0.9828393934160636,5,3428,1,2025-01-05 00:00:00,120,2024-2025
Mavericks,1.0834746363790613,4,7060,1,2025-01-04 00:00:00,116,2024-2025
Heat,1.0721307075765287,2,2707,1,2025-01-04 00:00:00,124,2024-2025
Celtics,1.181783187992874,1,3275,1,2025-01-04 00:00:00,123,2024-2025
76ers,1.0234120473801704,3,4630,0,2025-01-04 00:00:00,118,2024-2025
Warriors,0.9541207692124796,4,3060,0,2025-01-04 00:00:00,95,2024-2025
Bucks,0.8476692675302191,4,3947,0,2025-01-04 00:00:00,93,2024-2025
Nets,0.8979191264840161,1,1995,0,2025-01-04 00:00:00,101,2024-2025
Nuggets,1.0043426565512037,3,2647,1,2025-01-04 00:00:00,117,2024-2025
Suns,0.8594735153427451,3,1032,0,2025-01-04 00:00:00,85,2024-2025
Lakers,0.8530514043312767,4,3969,1,2025-01-04 00:00:00,119,2024-2025
76ers,1.0204251328451446,1,6818,1,2025-01-03 00:00:00,106,2024-2025
Bucks,0.901067885090758,3,5349,0,2025-01-03 00:00:00,89,2024-2025
Nuggets,1.1513561978230735,1,6301,0,2025-01-03 00:00:00,90,2024-2025
Warriors,0.8230424417749512,4,1114,1,2025-01-03 00:00:00,127,2024-2025
Mavericks,1.1292678532921234,4,1639,0,2025-01-03 00:00:00,95,2024-2025
Nets,0.9755033429178214,2,8420,1,2025-01-03 00:00:00,113,2024-2025
Heat,1.1919876233649949,1,9634,1,2025-01-03 00:00:00,107,2024-2025
Lakers,1.0577021345362143,1,1652,0,2025-01-03 00:00:00,102,2024-2025
Suns,0.8071824998504927,4,1610,1,2025-01-03 00:00:00,102,2024-2025
Celtics,0.8450959157177167,5,1400,0,2025-01-03 00:00:00,85,2024-2025
Nuggets,1.1280639649778708,2,5772,1,2025-01-02 00:00:00,114,2024-2025
Nets,0.8118761845647069,1,1611,0,2025-01-02 00:00:00,106,2024-2025
Bucks,0.8245115760114595,5,4449,1,2025-01-02 00:00:00,110,2024-2025
Lakers,0.8716934910180214,3,7527,0,2025-01-02 00:00:00,98,2024-2025
Heat,0.8682590778492092,5,6906,1,2025-01-02 00:00:00,113,2024-2025
Warriors,1.1208213104174545,5,5124,0,2025-01-02 00:00:00,93,2024-2025
Suns,1.1901684008556508,4,9488,0,2025-01-02 00:00:00,115,2024-2025
Celtics,0.853390845355048,2,7378,1,2025-01-02 00:00:00,123,2024-2025
Lakers,1.0711658339271524,4,3624,1,2025-01-01 00:00:00,128,2024-2025
Nets,0.8737889497991665,1,5811,0,2025-01-01 00:00:00,109,2024-2025
Celtics,0.9172309537434244,5,2794,0,2025-01-01 00:00:00,93,2024-2025
Warriors,1.06837945176684,5,6992,1,2025-01-01 00:00:00,94,2024-2025
Bucks,1.0476679462850536,4,1312,1,2025-01-01 00:00:00,108,2024-2025
76ers,0.8952161045495973,1,2051,0,2025-01-01 00:00:00,90,2024-2025
Suns,1.0358476597336357,5,1977,0,2025-01-01 00:00:00,96,2024-2025
Heat,0.8404139153270335,5,6279,1,2025-01-01 00:00:00,128,2024-2025
Celtics,1.1799335171532044,2,2155,1,2024-12-31 00:00:00,120,2024-2025
Lakers,0.804927151608524,4,9658,0,2024-12-31 00:00:00,113,2024-2025
Heat,0.9239015354418696,5,6414,1,2024-12-31 00:00:00,126,2024-2025
Suns,1.1912362054125305,5,6676,0,2024-12-31 00:00:00,86,2024-2025
Nuggets,1.0913097983425863,2,4577,1,2024-12-31 00:00:00,94,2024-2025
Nets,0.8420632007524715,3,6521,0,2024-12-31 00:00:00,95,2024-2025
Bucks,0.8206114092632143,3,5048,1,2024-12-31 00:00:00,119,2024-2025
Mavericks,0.8279836941052389,2,6513,0,2024-12-31 00:00:00,92,2024-2025
Mavericks,1.134865748708642,1,3382,1,2024-12-30 00:00:00,113,2024-2025
Heat,1.157561803947641,2,3316,0,2024-12-30 00:00:00,104,2024-2025
Celtics,1.0216354188520316,5,9255,1,2024-12-30 00:00:00,112,2024-2025
Lakers,1.1401076635620837,4,4012,0,2024-12-30 00:00:00,88,2024-2025
76ers,0.9653729951715796,3,7054,0,2024-12-30 00:00:00,89,2024-2025
Nuggets,0.8351790863599673,3,5706,1,2024-12-30 00:00:00,107,2024-2025
Suns,1.1610475356189407,5,1762,1,2024-12-30 00:00:00,117,2024-2025
Nets,0.9747448524275146,2,3042,0,2024-12-30 00:00:00,98,2024-2025
Celtics,1.1525775367035165,5,3738,0,2024-12-29 00:00:00,98,2024-2025
Warriors,0.8622635863723227,4,5354,1,2024-12-29 00:00:00,118,2024-2025
Heat,1.1369667862600987,5,9000,0,2024-12-29 00:00:00,85,2024-2025
Mavericks,0.8007972154108909,1,6488,1,2024-12-29 00:00:00,105,2024-2025
Bucks,1.0189274676913933,1,7257,0,2024-12-29 00:00:00,89,2024-2025
Nets,1.1051017904058076,3,7008,1,2024-12-29 00:00:00,109,2024-2025
Nuggets,1.1525431083387043,1,6552,1,2024-12-29 00:00:00,120,2024-2025
Lakers,0.893452546248264,3,7821,0,2024-12-29 00:00:00,107,2024-2025
76ers,1.188504218796509,4,7338,1,2024-12-29 00:00:00,129,2024-2025
Suns,0.8603230999757677,5,8568,0,2024-12-29 00:00:00,115,2024-2025
Suns,1.1649763095067884,1,5730,1,2024-12-28 00:00:00,108,2024-2025
Mavericks,1.1938024252586756,1,2667,0,2024-12-28 00:00:00,90,2024-2025
Nuggets,1.1614242674797732,2,9224,1,2024-12-28 00:00:00,101,2024-2025
Lakers,1.064199364962779,2,8366,0,2024-12-28 00:00:00,94,2024-2025
Heat,1.137520816232772,1,1383,1,2024-12-28 00:00:00,122,2024-2025
Celtics,0.8181145555210368,2,8643,0,2024-12-28 00:00:00,86,2024-2025
Warriors,1.0881901351674608,1,5760,0,2024-12-28 00:00:00,118,2024-2025
Nets,1.0303766912933676,1,8733,1,2024-12-28 00:00:00,123,2024-2025
Celtics,0.9119924061502974,3,1112,1,2024-12-27 00:00:00,128,2024-2025
Heat,0.8600671076577683,3,8983,1,2024-12-27 00:00:00,103,2024-2025
Bucks,0.8887635999926987,4,3085,0,2024-12-27 00:00:00,96,2024-2025
Lakers,1.0636677084999693,5,8733,0,2024-12-27 00:00:00,112,2024-2025
Mavericks,0.8580542721480623,1,3419,1,2024-12-27 00:00:00,129,2024-2025
Nets,1.1081039057745146,1,8531,0,2024-12-27 00:00:00,119,2024-2025
Warriors,1.1062287339654084,2,2055,1,2024-12-27 00:00:00,123,2024-2025
76ers,1.1766190975613815,2,6818,0,2024-12-27 00:00:00,122,2024-2025
Nuggets,0.9173276159830622,1,6843,1,2024-12-27 00:00:00,114,2024-2025
Suns,1.0476044663553798,2,3979,0,2024-12-27 00:00:00,99,2024-2025
Lakers,0.9546965679727608,5,8438,0,2024-12-26 00:00:00,87,2024-2025
Mavericks,1.1392616196986107,2,2489,1,2024-12-26 00:00:00,115,2024-2025
76ers,0.8781025056773007,5,7683,1,2024-12-26 00:00:00,126,2024-2025
Warriors,1.0841282093389242,2,5446,0,2024-12-26 00:00:00,121,2024-2025
Heat,0.8315389348288194,5,5564,1,2024-12-26 00:00:00,128,2024-2025
Nuggets,1.1844123586661277,1,9467,0,2024-12-26 00:00:00,118,2024-2025
Nets,0.954394550702978,1,3332,1,2024-12-26 00:00:00,90,2024-2025
Bucks,1.0224204510789547,3,3855,0,2024-12-26 00:00:00,87,2024-2025
Nets,1.0988291059023472,5,1530,0,2024-12-25 00:00:00,103,2024-2025
Warriors,0.9389419070148316,5,9411,0,2024-12-25 00:00:00,92,2024-2025
Mavericks,0.9283023127048252,5,8931,1,2024-12-25 00:00:00,119,2024-2025
Nuggets,1.0657601699800496,2,4680,1,2024-12-25 00:00:00,120,2024-2025
Suns,1.0072381924564011,4,5577,0,2024-12-25 00:00:00,100,2024-2025
76ers,0.9449457984949032,2,8314,0,2024-12-25 00:00:00,100,2024-2025
Celtics,1.1296250049251015,4,9621,1,2024-12-25 00:00:00,127,2024-2025
Lakers,0.9485347515693716,5,8930,1,2024-12-25 00:00:00,106,2024-2025
Suns,0.851910537634108,3,9622,0,2024-12-24 00:00:00,91,2024-2025
Celtics,1.1902334308427038,4,9275,1,2024-12-24 00:00:00,127,2024-2025
76ers,1.0980681728463613,5,4608,0,2024-12-24 00:00:00,102,2024-2025
Heat,0.8068700882569967,3,1225,1,2024-12-24 00:00:00,113,2024-2025
Warriors,0.9269248274499714,3,3704,0,2024-12-24 00:00:00,100,2024-2025
Nuggets,0.9227905221920892,1,9913,1,2024-12-24 00:00:00,100,2024-2025
Nets,0.9502234780267454,5,4402,0,2024-12-24 00:00:00,107,2024-2025
Bucks,1.1595985695200834,4,3709,1,2024-12-24 00:00:00,117,2024-2025
Lakers,1.1484453752301451,5,2618,1,2024-12-24 00:00:00,127,2024-2025
Mavericks,0.823297676459756,4,4605,0,2024-12-24 00:00:00,88,2024-2025
Mavericks,0.8229748430051272,2,5920,1,2024-12-23 00:00:00,117,2024-2025
Nuggets,1.034010983749996,5,4890,1,2024-12-23 00:00:00,121,2024-2025
Celtics,0.8100585002601743,1,9413,0,2024-12-23 00:00:00,111,2024-2025
Heat,1.1900370839167933,1,5394,0,2024-12-23 00:00:00,98,2024-2025
76ers,1.0092101559854545,5,9071,1,2024-12-23 00:00:00,111,2024-2025
Bucks,0.8769095059205628,2,2447,1,2024-12-23 00:00:00,115,2024-2025
Warriors,0.9956829594164186,2,9195,0,2024-12-23 00:00:00,111,2024-2025
Suns,1.0934830650351612,3,8633,1,2024-12-23 00:00:00,117,2024-2025
Lakers,1.1135751869723052,5,8020,0,2024-12-23 00:00:00,85,2024-2025
Nets,1.075330372840193,3,6602,0,2024-12-23 00:00:00,113,2024-2025
Bucks,0.8061109039234348,2,3229,0,2024-12-22 00:00:00,111,2024-2025
Suns,0.9068352496067636,3,4799,1,2024-12-22 00:00:00,113,2024-2025
Warriors,1.1501235071776426,3,4095,0,2024-12-22 00:00:00,96,2024-2025
Nets,0.9087751111092,2,6467,1,2024-12-22 00:00:00,89,2024-2025
76ers,0.8814658127388023,3,1473,1,2024-12-22 00:00:00,123,2024-2025
Mavericks,1.1492627470603336,1,7814,0,2024-12-22 00:00:00,88,2024-2025
Lakers,0.95970498822533,4,1996,0,2024-12-22 00:00:00,87,2024-2025
Nuggets,0.949733429033083,3,8435,1,2024-12-22 00:00:00,127,2024-2025
Heat,1.056694480422605,3,1401,0,2024-12-22 00:00:00,124,2024-2025
Celtics,1.138346264804768,3,6467,1,2024-12-22 00:00:00,105,2024-2025
Heat,0.9742102833308398,1,5005,1,2024-12-21 00:00:00,112,2024-2025
76ers,0.8083250292020234,2,6639,0,2024-12-21 00:00:00,103,2024-2025
Bucks,0.8616351858950649,3,2280,1,2024-12-21 00:00:00,93,2024-2025
Celtics,1.0512168417856895,4,2414,0,2024-12-21 00:00:00,88,2024-2025
Mavericks,0.9555522743364064,2,1563,1,2024-12-21 00:00:00,125,2024-2025
Nets,1.0582461380809929,3,7833,0,2024-12-21 00:00:00,92,2024-2025
Warriors,1.052611228319078,4,6560,0,2024-12-21 00:00:00,99,2024-2025
Nuggets,1.0793692813957794,5,9307,1,2024-12-21 00:00:00,107,2024-2025
Celtics,1.171673887347048,1,7119,0,2024-12-20 00:00:00,97,2024-2025
Bucks,0.8533593193976512,5,3488,1,2024-12-20 00:00:00,129,2024-2025
Lakers,0.854826713252235,4,8868,0,2024-12-20 00:00:00,106,2024-2025
Nets,1.1433074756851167,4,9627,1,2024-12-20 00:00:00,118,2024-2025
76ers,1.048833299756337,4,6084,0,2024-12-20 00:00:00,114,2024-2025
Warriors,1.0643092840113022,5,4357,1,2024-12-20 00:00:00,103,2024-2025
Suns,1.1324066206716228,3,1086,0,2024-12-20 00:00:00,120,2024-2025
Heat,1.1974965943489757,2,3179,1,2024-12-20 00:00:00,125,2024-2025
Celtics,1.048204124788002,2,6119,0,2024-12-19 00:00:00,96,2024-2025
Mavericks,0.8611336382662067,2,6647,1,2024-12-19 00:00:00,110,2024-2025
Warriors,1.134296758606498,3,8046,0,2024-12-19 00:00:00,96,2024-2025
Suns,0.9239702915789344,3,8360,1,2024-12-19 00:00:00,115,2024-2025
Bucks,0.943754754174806,3,8679,0,2024-12-19 00:00:00,91,2024-2025
76ers,1.093496489989606,5,7338,1,2024-12-19 00:00:00,128,2024-2025
Nuggets,1.045720594572905,1,2877,1,2024-12-19 00:00:00,107,2024-2025
Heat,0.846168460595876,3,2284,0,2024-12-19 00:00:00,101,2024-2025
Nets,1.1790794577632329,5,1392,0,2024-12-19 00:00:00,97,2024-2025
Lakers,0.8011891383752835,1,6615,1,2024-12-19 00:00:00,105,2024-2025
Suns,0.9707912157502444,5,6827,0,2024-12-18 00:00:00,115,2024-2025
Nuggets,0.8947829682411486,3,9983,1,2024-12-18 00:00:00,122,2024-2025
Bucks,0.8850584009203709,5,4064,0,2024-12-18 00:00:00,112,2024-2025
Nets,0.9838440773528582,4,1050,1,2024-12-18 00:00:00,127,2024-2025
Heat,0.8407084541660025,3,1742,1,2024-12-18 00:00:00,101,2024-2025
Mavericks,0.8394504516505263,2,2636,0,2024-12-18 00:00:00,85,2024-2025
Celtics,0.9720541332063636,4,4059,0,2024-12-18 00:00:00,100,2024-2025
76ers,1.0397887570394906,2,3016,1,2024-12-18 00:00:00,109,2024-2025
Bucks,1.0405090540779331,1,4494,1,2024-12-17 00:00:00,102,2024-2025
Suns,0.8003392580176196,1,4337,0,2024-12-17 00:00:00,88,2024-2025
Celtics,1.0040657292804944,4,2578,0,2024-12-17 00:00:00,100,2024-2025
Nuggets,0.9887623437175336,3,5513,1,2024-12-17 00:00:00,124,2024-2025
Nets,1.087456475688475,5,2523,0,2024-12-17 00:00:00,86,2024-2025
Warriors,0.8846759623910041,4,4472,1,2024-12-17 00:00:00,91,2024-2025
Heat,0.8889026276488402,1,5431,1,2024-12-17 00:00:00,116,2024-2025
76ers,0.8014217958351073,3,9671,0,2024-12-17 00:00:00,107,2024-2025
76ers,1.1965211164850549,2,8985,0,2024-12-16 00:00:00,102,2024-2025
Nuggets,0.8603156276609499,2,5025,1,2024-12-16 00:00:00,110,2024-2025
Mavericks,1.1965398453760416,3,9868,0,2024-12-16 00:00:00,100,2024-2025
Bucks,0.9823173645996516,2,5005,1,2024-12-16 00:00:00,122,2024-2025
Heat,0.8254305090992231,2,4517,1,2024-12-16 00:00:00,120,2024-2025
Nets,0.8177567486009248,1,9782,0,2024-12-16 00:00:00,103,2024-2025
Lakers,0.8704454559326946,1,4317,0,2024-12-16 00:00:00,85,2024-2025
Suns,0.8968826569200271,5,9310,1,2024-12-16 00:00:00,90,2024-2025
76ers,0.930269330319679,2,5866,1,2024-12-15 00:00:00,109,2024-2025
Celtics,0.9918049530218244,1,9972,0,2024-12-15 00:00:00,103,2024-2025
Bucks,0.8770855629298325,3,6908,1,2024-12-15 00:00:00,126,2024-2025
Mavericks,1.1756158113473625,3,2899,0,2024-12-15 00:00:00,119,2024-2025
Nets,0.9844065242264588,4,1535,0,2024-12-15 00:00:00,93,2024-2025
Lakers,1.1590216411437222,1,6809,1,2024-12-15 00:00:00,113,2024-2025
Warriors,0.8627758571638234,2,8279,1,2024-12-15 00:00:00,129,2024-2025
Suns,1.0727227655890368,5,5618,0,2024-12-15 00:00:00,93,2024-2025
Celtics,1.1705364089753003,3,6196,1,2024-12-14 00:00:00,113,2024-2025
Suns,0.935426898389778,1,2068,0,2024-12-14 00:00:00,128,2024-2025
Nuggets,0.905002259257926,3,8692,0,2024-12-14 00:00:00,128,2024-2025
Lakers,0.8889210567849815,5,2559,0,2024-12-14 00:00:00,98,2024-2025
Warriors,0.8494716490602388,2,8848,0,2024-12-14 00:00:00,89,2024-2025
Nets,0.8125954103291932,5,5852,1,2024-12-14 00:00:00,98,2024-2025
Bucks,0.8603417206754823,1,2611,1,2024-12-14 00:00:00,107,2024-2025
Mavericks,1.1906887253331857,2,1777,0,2024-12-14 00:00:00,100,2024-2025
Heat,0.8762635956851113,2,7651,1,2024-12-14 00:00:00,101,2024-2025
76ers,0.8903807685715762,1,1650,0,2024-12-14 00:00:00,86,2024-2025
Nets,0.9584511679945266,2,8717,0,2024-12-13 00:00:00,90,2024-2025
76ers,1.1175875226415033,5,4826,0,2024-12-13 00:00:00,116,2024-2025
Lakers,1.1909236815108075,1,9205,1,2024-12-13 00:00:00,122,2024-2025
Nuggets,1.0511182625228084,4,2091,1,2024-12-13 00:00:00,117,2024-2025
Mavericks,0.9205186212213218,5,2171,0,2024-12-13 00:00:00,92,2024-2025
Celtics,1.157105993037098,3,3506,1,2024-12-13 00:00:00,101,2024-2025
Suns,0.9878456496375196,3,8709,1,2024-12-13 00:00:00,119,2024-2025
Bucks,1.0293348583432376,5,1863,0,2024-12-13 00:00:00,89,2024-2025
Heat,0.9616944646333392,4,8394,1,2024-12-13 00:00:00,123,2024-2025
Warriors,1.0624777529537417,5,4157,0,2024-12-13 00:00:00,85,2024-2025
Nuggets,1.0164176374381264,3,6751,0,2024-12-12 00:00:00,97,2024-2025
76ers,0.8520654561354943,4,6123,0,2024-12-12 00:00:00,98,2024-2025
Bucks,1.0939426325435455,2,3215,1,2024-12-12 00:00:00,129,2024-2025
Suns,0.8390366797941045,3,5788,1,2024-12-12 00:00:00,107,2024-2025
Warriors,0.8643056582098476,2,5264,0,2024-12-12 00:00:00,125,2024-2025
Nets,0.8547879845452248,2,2860,0,2024-12-12 00:00:00,114,2024-2025
Lakers,0.8307974959016644,1,5398,1,2024-12-12 00:00:00,126,2024-2025
Celtics,0.969799943762552,4,9875,1,2024-12-12 00:00:00,129,2024-2025
76ers,1.0797156794610925,4,7020,1,2024-12-11 00:00:00,121,2024-2025
Lakers,0.9352375307457068,3,1272,0,2024-12-11 00:00:00,110,2024-2025
Bucks,1.1842146531068862,2,4352,1,2024-12-11 00:00:00,117,2024-2025
Suns,0.8949546484565628,1,5642,0,2024-12-11 00:00:00,108,2024-2025
Nets,0.9590497470691092,1,6699,1,2024-12-11 00:00:00,102,2024-2025
Celtics,0.948027032837432,2,5150,0,2024-12-11 00:00:00,85,2024-2025
Nuggets,0.907994164042682,1,3903,0,2024-12-11 00:00:00,89,2024-2025
Mavericks,1.1515188613225726,2,2251,1,2024-12-11 00:00:00,111,2024-2025
Suns,0.8591126559398725,3,5267,1,2024-12-10 00:00:00,121,2024-2025
Celtics,0.891762371181731,4,9644,0,2024-12-10 00:00:00,120,2024-2025
Heat,1.0228836693244463,3,3336,0,2024-12-10 00:00:00,107,2024-2025
Nuggets,0.9063559465413668,3,6501,1,2024-12-10 00:00:00,122,2024-2025
Nets,1.006051464063427,3,6212,0,2024-12-10 00:00:00,93,2024-2025
Bucks,1.0242456435553773,2,6312,0,2024-12-10 00:00:00,104,2024-2025
Mavericks,0.9839960180853544,5,2703,1,2024-12-10 00:00:00,122,2024-2025
Warriors,0.9184861196242384,1,7136,1,2024-12-10 00:00:00,100,2024-2025
76ers,0.9237128192501782,3,1557,0,2024-12-10 00:00:00,95,2024-2025
Lakers,0.8950686741546617,3,5961,0,2024-12-10 00:00:00,95,2024-2025
Heat,1.1510952387069078,2,5599,1,2024-12-09 00:00:00,120,2024-2025
Nets,1.1547503676708497,2,9200,0,2024-12-09 00:00:00,95,2024-2025
Mavericks,1.0784848969328913,2,5517,0,2024-12-09 00:00:00,101,2024-2025
76ers,0.9226452681005703,1,7860,1,2024-12-09 00:00:00,113,2024-2025
Bucks,1.0870424346432592,3,5981,0,2024-12-09 00:00:00,95,2024-2025
Lakers,0.9624541918194268,2,9005,1,2024-12-09 00:00:00,125,2024-2025
Suns,0.9698094370418656,2,6165,0,2024-12-09 00:00:00,122,2024-2025
Celtics,1.0806435955960407,3,2428,1,2024-12-09 00:00:00,125,2024-2025
Lakers,0.9939679564128328,5,6675,1,2024-12-08 00:00:00,113,2024-2025
Nuggets,1.1641940328024654,4,2557,0,2024-12-08 00:00:00,100,2024-2025
Suns,0.883366712454755,2,2787,1,2024-12-08 00:00:00,124,2024-2025
Nets,1.0863072911617002,4,9192,0,2024-12-08 00:00:00,86,2024-2025
Bucks,0.9282423220844208,2,2115,1,2024-12-08 00:00:00,113,2024-2025
Mavericks,0.9320676611275336,5,1834,0,2024-12-08 00:00:00,90,2024-2025
Heat,0.9138667242006134,5,2023,0,2024-12-08 00:00:00,89,2024-2025
76ers,1.1322825746950336,1,2260,0,2024-12-08 00:00:00,105,2024-2025
Warriors,0.969933374252022,1,8707,1,2024-12-08 00:00:00,109,2024-2025
Celtics,0.9998830777454676,3,3284,1,2024-12-08 00:00:00,124,2024-2025
Lakers,1.1593871941753802,4,3060,0,2024-12-07 00:00:00,110,2024-2025
Mavericks,1.071044484216885,2,8826,0,2024-12-07 00:00:00,113,2024-2025
Nuggets,1.0407432454926795,5,7877,1,2024-12-07 00:00:00,93,2024-2025
Celtics,1.0152097836176517,1,4780,0,2024-12-07 00:00:00,88,2024-2025
76ers,0.8888544802405456,1,5099,1,2024-12-07 00:00:00,129,2024-2025
Heat,0.9131923262946092,5,4081,1,2024-12-07 00:00:00,119,2024-2025
Suns,0.9902100544026664,2,7866,1,2024-12-07 00:00:00,115,2024-2025
Bucks,1.029896518103666,3,8471,0,2024-12-07 00:00:00,94,2024-2025
Nuggets,0.9909156668526832,3,7612,0,2024-12-06 00:00:00,96,2024-2025
76ers,0.849722451215876,5,1672,1,2024-12-06 00:00:00,119,2024-2025
Bucks,0.8580688535408498,2,2488,0,2024-12-06 00:00:00,101,2024-2025
Nets,1.031090218007843,5,5361,1,2024-12-06 00:00:00,124,2024-2025
Heat,1.1066455947169886,5,6781,1,2024-12-06 00:00:00,127,2024-2025
Warriors,1.0427806423621997,2,4779,0,2024-12-06 00:00:00,90,2024-2025
Mavericks,1.122929392537812,4,1153,0,2024-12-06 00:00:00,86,2024-2025
Lakers,0.8131922755358725,5,6981,1,2024-12-06 00:00:00,104,2024-2025
Nuggets,1.1740305187648736,1,4999,1,2024-12-05 00:00:00,129,2024-2025
Bucks,0.8901346358540165,2,5819,0,2024-12-05 00:00:00,87,2024-2025
Suns,1.0743935030331144,5,4855,0,2024-12-05 00:00:00,108,2024-2025
Mavericks,1.116223981206978,5,4539,1,2024-12-05 00:00:00,127,2024-2025
Nets,1.1135208543577626,4,1101,0,2024-12-05 00:00:00,98,2024-2025
Warriors,1.0063412961881928,2,9058,1,2024-12-05 00:00:00,104,2024-2025
76ers,1.0058735980518194,5,9983,1,2024-12-05 00:00:00,88,2024-2025
Lakers,1.069650583229468,5,9785,0,2024-12-05 00:00:00,85,2024-2025
Heat,1.1124932406294368,1,7781,0,2024-12-05 00:00:00,105,2024-2025
Celtics,0.9299405869293672,4,1197,1,2024-12-05 00:00:00,115,2024-2025
Mavericks,0.9771671232018292,3,4790,1,2024-12-04 00:00:00,122,2024-2025
Nuggets,0.976446055834174,5,4129,0,2024-12-04 00:00:00,113,2024-2025
76ers,0.9721305715241676,2,9026,1,2024-12-04 00:00:00,115,2024-2025
Suns,0.8478475521301233,1,3742,0,2024-12-04 00:00:00,92,2024-2025
Bucks,1.0055670296212624,2,5245,0,2024-12-04 00:00:00,94,2024-2025
Nets,1.197023283786996,2,8883,1,2024-12-04 00:00:00,121,2024-2025
Warriors,1.0151964054881737,2,3511,0,2024-12-04 00:00:00,87,2024-2025
Lakers,1.0906772078451936,1,9094,1,2024-12-04 00:00:00,111,2024-2025
Celtics,1.0367669082307798,4,1200,1,2024-12-04 00:00:00,112,2024-2025
Heat,1.087023366742216,2,9050,0,2024-12-04 00:00:00,100,2024-2025
Heat,1.101884447347048,5,6473,0,2024-12-03 00:00:00,99,2024-2025
Lakers,1.0494061489513795,3,3287,1,2024-12-03 00:00:00,106,2024-2025
Mavericks,0.8573329579150786,4,2737,1,2024-12-03 00:00:00,121,2024-2025
Warriors,1.187176966034621,2,1147,0,2024-12-03 00:00:00,105,2024-2025
Suns,0.8760832968901537,5,1187,0,2024-12-03 00:00:00,88,2024-2025
Celtics,1.104221800927712,4,6859,1,2024-12-03 00:00:00,123,2024-2025
Nets,1.1200357652118589,3,8213,0,2024-12-03 00:00:00,107,2024-2025
76ers,0.8737892529342315,5,5099,1,2024-12-03 00:00:00,107,2024-2025
Lakers,0.9444685930818167,4,9701,1,2025-02-01 00:00:00,118,2024-2025
Nuggets,0.921762098166685,4,6411,0,2025-02-01 00:00:00,99,2024-2025
Bucks,0.9755761701593668,5,8197,1,2025-02-01 00:00:00,115,2024-2025
Mavericks,0.97235730075439,1,9351,0,2025-02-01 00:00:00,112,2024-2025
Warriors,1.1844403274224193,4,2692,0,2025-02-01 00:00:00,113,2024-2025
Celtics,1.1504025880746007,4,1813,1,2025-02-01 00:00:00,127,2024-2025
76ers,0.9549905804198475,2,1591,1,2025-02-01 00:00:00,121,2024-2025
Heat,1.00714073138456,2,4917,0,2025-02-01 00:00:00,90,2024-2025
Suns,0.8207962059519537,2,1961,1,2025-02-01 00:00:00,123,2024-2025
Nets,0.9748403806984173,3,1511,0,2025-02-01 00:00:00,110,2024-2025
Lakers,1.1684103649320456,1,5770,1,2025-01-31 00:00:00,112,2024-2025
Warriors,1.192826285536233,1,5822,1,2025-01-31 00:00:00,103,2024-2025
Mavericks,0.9520428397444287,3,5251,0,2025-01-31 00:00:00,97,2024-2025
Bucks,0.8474528588426558,2,3243,0,2025-01-31 00:00:00,93,2024-2025
